title,description,link,job_detail
"Accountant Job April 2020Apr 8, 2020","National Office Accountant Jobs, Accounting Jobs 2020,We seek to recruit a suitably qualified person to become a National Office Accountant for",https://www.corporatestaffing.co.ke/job/accountant-job-april-2020/,"National Office Accountant Jobs, Accounting Jobs 2020,
We seek to recruit a suitably qualified person to become a National Office Accountant for SOS CV Kenya, based in National Office.
Key Functions of the Job
The National Office Accountant will undertake various duties to maintain good relationship with international sponsors which include but not limited to the following: –

Monthly preparation of organization reports and all supporting schedules and notes
Ensure prompt filing of returns to the NGO Board
Keep up to date track and report on money gift. Ensuring monies received for money gift are transferred to Cash Money Gift bank accounts immediately
Coordinate and process payment of money gift to beneficiaries when required
Monthly uploading of credit advises slip of the National Office (NO) and that of the location to Workspace
Perform monthly data entry checks on Navision data to ensure data quality
Ensure monies received in National Office Bank accounts, for projects are transferred to projects immediately
Supervise the reconciliation of clearing of vendor and customer cards.
Address timely all data quality issues raised by the regional office
Assist in annual budgeting process
Assist in quarterly liquidity plan process
Ensure that there is always sufficient cash in the bank account for MA to meet outstanding obligations
Process monthly locational running costs and ensure the same is disbursed
Monthly reconciliation of the general ledger to Master payroll – (Expense portion only)
Ensuring salary refunds and admin costs from all IPDs are correctly posted and reconciled (GEC, FS Busia, CISU, TPI, EGPAF)
Sending out invoice of salary refunds monthly to locations and follow up for prompt payment of the same
Sharing with SFO and FM monthly, salary refunds report
Monthly bank reconciliation of main trust and US$ bank accounts that are managed by the National Office (NO)
Train and develop financial staff within the facilities in budgeting and financial management areas
Coordination of National office external audit

Minimum Qualifications & Experience Required

A Bachelor’s degree in finance or accounting, from a recognized institution of higher learning.
A Certified Public Accountant registered in Kenya.
A minimum of 5 years working experience with progressive responsibility for finance in a medium or large organization, preferably in the NGO sector
A solid understanding of financial statistics and accounting principles, with working knowledge of all statutory legislation and regulations pertaining to finance, and the ability to guide and lead employees to ensure appropriate financial processes are being used
Proficient user of SAP’s and MS Office productivity tools – especially advanced Excel and Navision
Analytical – synthesizes complex or diverse information; collects and researches data; uses intuition and experience to complement data; designs work flows and procedures.
Able to work under pressure, with strong organizational, planning, prioritization and execution skills and the ability take accountability for results and achievement of objectives.
Enthusiastic, decisive, pragmatic and dynamic hands-on individual with a sense of urgency, attention to detail, thoroughness and unquestionable integrity.
The position offers a competitive remuneration and benefits package.


How to Apply

If you believe your experience, competencies and qualifications match the job and role specifications described; send your application & updated CV (with details of at least 3 referees one of which must be immediate former employer) addressed to the Human Resources to reach us on or before 15th April 2020 by email to:
recruitment@soskenya.org
Only short listed candidates will be contacted.
SOS Children’s Villages Kenya is an equal opportunity employer and its Recruitment Policy addresses itself to the core values of best practice, diversity and equality.

"
"Branch Manager JobApr 8, 2020","Branch Manager Jobs, Finance Jobs 2020,BM/04/20/CGL HRDRole SummaryTo steer the Branch into high level performance by proper supervision",https://www.corporatestaffing.co.ke/job/branch-manager-job-2020/,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
,,,"Branch Manager Jobs, Finance Jobs 2020,
BM/04/20/CGL HRD
Role Summary
To steer the Branch into high level performance by proper supervision and maintenance of a healthy portfolio through adherence to laid down policies and procedures.
Responsibilities

Responsible for promotion and marketing of CGL products and services in the area of operation.
Responsible for supervision of CGL activities in the Branch to ensure that they are carried out in accordance with the laid down procedures and policies.
Responsible for the smooth running of the branch by planning branch activities.
Conduct weekly or biweekly meeting with all branch staff and ensure they are well updated on all company issues
Responsible for supervision of the branch staff
Stimulate branch growth through recruitment of new clients
Determine portfolio levels and areas of operation within existing policy framework
Responsible for loan appraisals and recommendations as per policy
Ensure safe custody of branch assets
Ensure staff members in the branch are well acquainted, and adhere to the company policies and procedures
Organize and facilitate business and loan management training for new and existing clients
Maintain high quality portfolio by ensuring on time payments of loans and being zero tolerant to arrears
Monitor loan approvals and the loan status of the branch, i.e. disbursements, repayments and appraisals
Take overall responsibility for branch operations
Responsible for preparation and submission of daily, weekly, quarterly, semi-annual and annual reports to management.
Responsible for a Performance Management through appraisals, motivation and development of all branch staff as well as recommending their confirmation and training needs.
Ensure all data is properly keyed into the system on time
Train and supervise Field officers. Ensure proper time management for Field staff i.e. &70%-Field activity and 30% Office work
Perform any other function as may be directed by management from time to time.

Qualifications

Degree in Social Sciences, Finance, Accounting, Economics or other relevant studies from a reputable University.
Experience of 3 years in a credit position or Business Development especially in a MFI environment and mainly dealing with group dynamics.
Initiative, high integrity and dependability.
Excellent public relations, interpersonal & communication skills with excellent customer service.
Knowledge in handling customers
Experience in a financial sector will be an added advantage
Proficiency in computers
Knowledge of credit policies and procedures.
A team player with the drive to improve performance
Good sales and marketing skills

The vacancies are available at Thika, Ongata Rongai, Kitengela, Machakos, Bomet, Kericho, Nakuru, Nanyuki, Molo, Kapsabet, Narok, Bungoma, Busia, Mumias, Vihiga, Kakamega and Kitale.
How To Apply
If you are confident that you meet the selection criteria, kindly send your detailed CV to
paul.muthomi@centiplusgroup.co.ke or centiplusgroupltd@gmail.com before Monday, 20th APRIL, 2020.
Kindly also indicate your preferred location.
"
